39.003368;23.816311;-54
39.062927;23.820778;-52
39.092709;23.823011;-52
39.122486;23.825245;-54
39.152267;23.827478;-54
39.182045;23.829712;-54
39.211826;23.831945;-54
39.241604;23.834179;-56
39.271385;23.836412;-56
39.301163;23.838646;-55
39.330944;23.840879;-55
39.360722;23.843113;-57
39.390503;23.845346;-57
39.42028;23.84758;-54
39.450062;23.849813;-54
39.479839;23.852047;-54
39.509621;23.85428;-54
39.539398;23.856514;-58
39.56918;23.858747;-58
39.598957;23.860981;-57
39.628738;23.863214;-57
39.658516;23.865448;-54
39.688297;23.867682;-54
39.797264;23.867682;-60
39.851746;23.867682;-60
39.906231;23.867682;-53
39.960712;23.867682;-53
40.015198;23.867682;-56
40.069679;23.867682;-56
40.124165;23.867682;-55
40.178646;23.867682;-55
40.233131;23.867682;-54
40.287613;23.867682;-54
40.463982;23.865969;-55
40.552166;23.865112;-55
40.64035;23.864256;-56
40.728535;23.863401;-56
40.816723;23.862545;-59
40.904907;23.861689;-59
41.081276;23.859976;-61
41.16946;23.859119;-61
41.16946;23.859119;-64
41.417747;23.859119;-57
41.541893;23.859119;-57
41.666035;23.859119;-57
41.790176;23.859119;-57
41.914322;23.859119;-57
41.914322;23.859119;-51
42.278191;23.846277;-53
42.399483;23.841997;-52
42.520775;23.837715;-52
42.642063;23.833435;-54
42.642063;23.833435;-54
42.862221;23.833435;-53
42.972298;23.833435;-53
43.082375;23.833435;-55
43.192451;23.833435;-55
43.302532;23.833435;-56
43.412609;23.833435;-56
43.412609;23.833435;-56
43.594543;23.839855;-56
43.685513;23.843067;-56
43.776482;23.846277;-55
43.867447;23.849487;-55
43.958416;23.852699;-57
44.049381;23.855909;-57
44.14035;23.859119;-57
44.147961;24.024645;-57
44.151764;24.107407;-58
44.155571;24.190168;-58
44.159374;24.272932;-59
44.163181;24.355694;-59
44.166985;24.438456;-59
44.170792;24.521219;-59
44.174595;24.603981;-59
44.157471;24.835146;-56
44.148911;24.950727;-57
44.14035;25.066309;-57
44.131786;25.181892;-57
44.123226;25.297474;-57
44.123226;25.297474;-57
44.12804;25.445162;-54
44.129646;25.494392;-59
44.131252;25.543621;-59
44.132858;25.59285;-52
44.134464;25.64208;-52
44.13607;25.691309;-51
44.137672;25.740538;-51
44.139278;25.789768;-51
44.140884;25.838997;-51
44.14249;25.888226;-53
44.144096;25.937456;-53
44.145699;25.986685;-51
44.147305;26.035915;-51
44.148911;26.085144;-51
44.148911;26.295515;-53
44.148911;26.400702;-55
44.148911;26.505888;-55
44.148911;26.611074;-52
44.148911;26.716259;-52
44.148911;26.821445;-52
44.148911;27.143364;-57
44.148911;27.304321;-57
44.148911;27.465281;-57
44.148911;27.62624;-57
44.148911;27.62624;-52
44.148911;27.905104;-53
44.148911;27.998058;-50
44.148911;28.091013;-50
44.148911;28.183968;-57
44.148911;28.276922;-57
44.148911;28.276922;-58
44.170315;28.657915;-58
44.177448;28.784912;-58
44.184586;28.911911;-60
44.191719;29.038908;-60
44.191719;29.038908;-61
44.181839;29.240437;-58
44.178547;29.307611;-53
44.175255;29.374788;-53
44.171963;29.441963;-57
44.168667;29.50914;-57
44.165375;29.576315;-54
44.162083;29.643492;-54
44.158791;29.710667;-54
44.155495;29.777843;-57
44.152203;29.845018;-57
44.148911;29.912195;-57
44.036182;29.922184;-54
43.97982;29.927177;-54
43.923454;29.932173;-58
43.867088;29.937166;-58
43.810726;29.942162;-56
43.754364;29.947155;-56
43.697998;29.952148;-59
43.641632;29.957144;-59
43.58527;29.962137;-55
43.528908;29.967133;-55
43.472542;29.972126;-55
43.284187;29.972126;-55
43.190006;29.972126;-57
43.095829;29.972126;-57
43.001652;29.972126;-54
42.907471;29.972126;-54
42.813293;29.972126;-56
42.719116;29.972126;-56
42.540272;29.968321;-65
42.450851;29.966419;-65
42.361431;29.964516;-59
42.272007;29.962614;-59
42.182587;29.960711;-57
42.093166;29.958809;-57
42.003742;29.956905;-60
41.914322;29.955004;-60
41.760212;29.958809;-55
41.683159;29.960711;-59
41.606106;29.962614;-59
41.529049;29.964516;-59
41.451996;29.966419;-59
41.374943;29.968321;-63
41.297886;29.970224;-63
41.220833;29.972126;-63
41.212269;29.743816;-63
41.209415;29.667713;-61
41.206562;29.591608;-61
41.203709;29.515505;-63
41.200851;29.439402;-63
41.197998;29.363298;-52
41.195145;29.287195;-52
41.195145;29.287195;-53
41.191933;29.023926;-55
41.190865;28.936169;-55
41.189796;28.848412;-54
41.188725;28.760654;-54
41.187653;28.672899;-55
41.186584;28.585142;-55
41.182777;28.417715;-59
41.180878;28.334002;-58
41.178974;28.250288;-58
41.177071;28.166573;-58
41.175167;28.082859;-58
41.173267;27.999146;-54
41.171364;27.915432;-54
41.16946;27.831718;-54
41.17588;27.651924;-58
41.179092;27.562027;-57
41.182304;27.47213;-57
41.185513;27.382233;-52
41.188725;27.292336;-52
41.191933;27.202438;-55
41.195145;27.112541;-55
41.195145;26.867107;-56
41.195145;26.74439;-56
41.195145;26.621674;-55
41.195145;26.498957;-55
41.195145;26.37624;-55
41.195145;26.37624;-55
41.201565;26.0616;-57
41.203705;25.956718;-56
41.205849;25.851839;-59
41.207989;25.74696;-59
41.210129;25.642078;-55
41.212269;25.537199;-55
41.212269;25.537199;-56
41.215481;25.106977;-57
41.216553;24.96357;-57
41.217621;24.820162;-55
41.218693;24.676754;-55
41.219761;24.533348;-56
41.220833;24.38994;-56
41.239178;24.307993;-56
41.248352;24.267019;-56
41.257526;24.226046;-56
41.266697;24.185072;-56
41.275871;24.144098;-56
41.285042;24.103127;-56
41.294216;24.062153;-57
41.303391;24.021179;-57
41.312561;23.980206;-58
41.321735;23.939232;-58
41.33091;23.898258;-49
41.34008;23.857285;-49
41.349255;23.816311;-49
40.86491;23.816311;-52
40.703465;23.816311;-52
40.542015;23.816311;-52
40.380569;23.816311;-54
40.21912;23.816311;-54
40.21912;23.816311;-55
40.036472;23.824873;-54
39.97559;23.827726;-54
39.914707;23.830582;-54
39.853825;23.833435;-56
39.792942;23.836288;-56
39.732059;23.839144;-56
39.671177;23.841997;-58
39.671177;23.841997;-58
39.462845;23.841997;-55
39.393398;23.841997;-55
39.323956;23.841997;-55
39.254509;23.841997;-55
39.185066;23.841997;-56
39.11562;23.841997;-56
39.046177;23.841997;-56
38.999996;23.840441;-57
38.976906;23.839663;-55
38.953815;23.838884;-55
38.930725;23.838106;-56
38.907635;23.837326;-56
38.884544;23.836548;-57
38.861454;23.83577;-57
38.838364;23.834991;-57
38.815273;23.834213;-57
38.792183;23.833435;-55
38.769093;23.832657;-55
38.746002;23.831879;-56
38.722912;23.8311;-56
38.699821;23.830322;-57
38.676731;23.829544;-57
38.653637;23.828764;-57
38.630547;23.827986;-58
38.607456;23.827208;-58
38.584366;23.826429;-56
38.561275;23.825651;-56
38.538185;23.824873;-57
38.515095;23.824095;-57
38.492004;23.823317;-56
38.468914;23.822538;-56
38.445824;23.82176;-57
38.422733;23.820982;-57
38.399643;23.820202;-58
38.376553;23.819424;-58
38.353462;23.818645;-57
38.330372;23.817867;-57
38.307281;23.817089;-55
38.284191;23.816311;-55
38.035904;23.833435;-53
37.95314;23.839142;-55
37.87038;23.844851;-55
37.787617;23.850557;-56
37.704853;23.856266;-56
37.622093;23.861973;-54
37.53933;23.867682;-54
37.265358;23.859119;-54
37.174034;23.856266;-54
37.082706;23.853413;-55
36.991383;23.850559;-55
36.900059;23.847704;-56
36.808735;23.844851;-56
36.717411;23.841997;-58
36.717411;23.841997;-58
36.499702;23.841997;-54
36.390846;23.841997;-56
36.28199;23.841997;-56
36.173134;23.841997;-55
36.064281;23.841997;-55
35.955425;23.841997;-55
35.955425;23.841997;-54
35.777966;23.846666;-56
35.718811;23.848223;-57
35.65966;23.849779;-57
35.600506;23.851337;-59
35.541355;23.852894;-59
35.482201;23.85445;-62
35.423046;23.856007;-62
35.363895;23.857563;-57
35.304741;23.859119;-57
35.304741;23.859119;-56
35.009365;23.843067;-56
34.910904;23.837715;-56
34.812447;23.832363;-55
34.713989;23.827013;-55
34.615528;23.821663;-55
34.517071;23.816311;-55
34.517071;23.816311;-58
34.27449;23.83058;-59
34.19363;23.835337;-59
34.112774;23.840094;-59
34.031914;23.844851;-59
33.951054;23.849606;-55
33.870193;23.854362;-55
33.789333;23.859119;-55
33.583855;23.854227;-58
33.481113;23.851782;-58
33.378376;23.849335;-58
33.275635;23.846889;-57
33.172897;23.844442;-57
33.070156;23.841997;-57
32.852448;23.829765;-56
32.743591;23.82365;-56
32.634735;23.817535;-57
32.525879;23.81142;-57
32.417027;23.805304;-56
32.30817;23.799189;-56
32.30817;23.799189;-56
32.071297;23.804895;-55
31.99234;23.806799;-55
31.913383;23.808701;-58
31.834425;23.810604;-58
31.755468;23.812506;-60
31.67651;23.814409;-60
31.597553;23.816311;-60
31.270988;23.838327;-61
31.053278;23.853004;-60
30.944422;23.860342;-59
30.835567;23.867682;-59
30.835567;23.867682;-57
30.564041;23.853004;-58
30.473534;23.848112;-58
30.383024;23.84322;-56
30.292517;23.838327;-56
30.202007;23.833435;-55
30.202007;23.833435;-55
30.173468;23.699303;-55
30.163956;23.654593;-55
30.154442;23.60988;-55
30.14493;23.56517;-57
30.135416;23.52046;-57
30.125904;23.475748;-54
30.11639;23.431038;-54
30.106876;23.386328;-55
30.097364;23.341616;-55
30.087851;23.296906;-54
30.078339;23.252195;-54
30.068825;23.207483;-57
30.059313;23.162773;-57
30.049799;23.118063;-56
30.040287;23.073351;-56
30.030773;23.028641;-57
30.030773;23.028641;-57
30.028439;22.858187;-61
30.02766;22.801369;-57
30.026882;22.744551;-57
30.026104;22.687731;-66
30.025326;22.630913;-66
30.024548;22.574095;-64
30.023769;22.517277;-64
30.022991;22.460459;-65
30.022213;22.403641;-65
30.043081;22.268795;-69
30.050037;22.223846;-61
30.056995;22.178898;-61
30.063951;22.133949;-72
30.070908;22.089001;-72
30.077864;22.044052;-78
30.08482;21.999104;-78
30.091776;21.954155;-77
30.098732;21.909206;-77
30.10569;21.864258;-75
30.112646;21.819309;-75
30.119602;21.774361;-70
30.126558;21.729412;-70
30.133514;21.684464;-70
30.139935;21.504669;-73
30.143147;21.414772;-75
30.146357;21.324875;-75
30.149567;21.234978;-73
30.152779;21.145081;-73
30.155989;21.055183;-81
30.159199;20.965286;-81
30.159199;20.774076;-76
30.159199;20.71034;-74
30.159199;20.646603;-74
30.159199;20.519131;-79
30.159199;20.455393;-79
30.159199;20.391657;-82
30.159199;20.391657;-82
30.178463;20.2033;-78
30.184883;20.140516;-78
30.191305;20.07773;-78
30.197725;20.014946;-76
30.204147;19.95216;-76
30.210569;19.889374;-81
30.21699;19.82659;-81
30.223412;19.763803;-78
30.229832;19.701019;-78
30.236254;19.638233;-80
30.236254;19.638233;-80
30.252598;19.45377;-85
30.258047;19.392281;-85
30.263494;19.330793;-85
30.268944;19.269304;-81
30.274391;19.207817;-81
30.27984;19.146328;-77
30.285288;19.084841;-77
30.290737;19.023352;-80
30.296185;18.961864;-80
30.296185;19.12739;-81
30.296185;19.210152;-81
30.296185;19.292913;-81
30.296185;19.375677;-75
30.296185;19.458439;-75
30.296185;19.541201;-78
30.296185;19.623964;-78
30.296185;19.706726;-76
30.296185;19.706726;-76
30.299038;19.935036;-80
30.29999;20.011139;-78
30.300941;20.087244;-78
30.301893;20.163347;-83
30.302843;20.23945;-83
30.303795;20.315554;-85
30.304747;20.391657;-85
30.076151;20.378815;-82
29.999952;20.374533;-79
29.923754;20.370253;-79
29.847555;20.365973;-76
29.771357;20.361691;-76
29.695158;20.35741;-75
29.618959;20.353128;-75
29.542761;20.348848;-75
29.24188;20.367195;-71
29.141586;20.37331;-71
29.041292;20.379425;-69
28.941;20.385542;-69
28.840706;20.391657;-69
28.840706;20.391657;-69
28.635227;20.401289;-70
28.566734;20.404499;-75
28.498241;20.407711;-72
28.429749;20.410921;-72
28.361256;20.414133;-72
28.292763;20.417343;-72
27.797411;20.42835;-72
27.632294;20.43202;-72
27.467176;20.43569;-71
27.302059;20.439358;-71
27.136942;20.443027;-73
27.136942;20.443027;-73
27.243351;20.44058;-74
27.296555;20.439358;-74
27.34976;20.438135;-73
27.402964;20.436913;-73
27.456169;20.435688;-70
27.509373;20.434465;-70
27.562576;20.433243;-77
27.615782;20.432018;-77
27.668985;20.430796;-70
27.722191;20.429573;-70
27.775394;20.42835;-74
27.8286;20.427126;-74
27.881804;20.425903;-73
27.881804;20.425903;-73
28.241392;20.395082;-73
28.361254;20.384808;-68
28.481117;20.374535;-68
28.481117;20.374535;-66
28.815022;20.34885;-71
28.926323;20.340288;-66
29.037624;20.331726;-66
29.286863;20.34124;-76
29.411482;20.345995;-76
29.536102;20.350752;-73
29.660721;20.355509;-73
29.785341;20.360266;-76
29.90996;20.365021;-76
30.03458;20.369778;-71
30.159199;20.374535;-71
30.154062;20.513233;-71
30.151493;20.582582;-66
30.148926;20.651932;-66
30.146357;20.721279;-73
30.143787;20.790628;-73
30.14122;20.859978;-73
30.138651;20.929327;-60
30.136084;20.998676;-60
30.133514;21.068026;-60
30.133514;21.37282;-60
30.133514;21.525217;-60
30.133514;21.677614;-60
30.133514;21.830011;-60
30.090706;22.163916;-67
30.076437;22.275217;-63
30.062166;22.386518;-63
30.047897;22.49782;-63
30.031845;22.777143;-57
30.026493;22.870251;-57
30.021141;22.963358;-58
30.015791;23.056465;-58
30.010441;23.149574;-57
30.005089;23.242682;-57
30.011938;23.468708;-55
30.015364;23.581722;-55
30.018787;23.694735;-55
30.022213;23.807749;-55
30.022213;23.807749;-58
29.855261;23.824873;-58
29.79961;23.83058;-58
29.743959;23.836288;-58
29.688309;23.841995;-58
29.632658;23.847704;-56
29.577007;23.853413;-56
29.521357;23.859119;-58
29.465706;23.864828;-58
29.410055;23.870535;-54
29.354404;23.876244;-54
29.354404;23.876244;-55
29.016832;23.876244;-53
28.904306;23.876244;-53
28.791782;23.876244;-59
28.679258;23.876244;-59
28.566734;23.876244;-60
28.566734;23.876244;-60
28.262184;23.861567;-57
28.160669;23.856674;-61
28.059153;23.851782;-61
27.957636;23.846889;-58
27.856119;23.841997;-58
27.540895;23.853672;-58
27.435822;23.857563;-58
27.330746;23.861454;-58
27.225672;23.865347;-58
27.120596;23.869238;-58
27.015522;23.873129;-58
26.910448;23.87702;-57
26.805372;23.880913;-57
26.700298;23.884804;-57
26.700298;23.884804;-56
26.687931;23.969469;-58
26.683809;23.99769;-59
26.679688;24.025911;-59
26.675564;24.054134;-60
26.671442;24.082355;-60
26.66732;24.110577;-56
26.663198;24.1388;-56
26.659075;24.167021;-62
26.654953;24.195242;-62
26.650831;24.223465;-60
26.646709;24.251686;-60
26.642586;24.279907;-62
26.638464;24.308128;-62
26.634342;24.336351;-62
26.63022;24.364573;-62
26.626097;24.392794;-62
26.621975;24.421017;-61
26.617853;24.449238;-61
26.613731;24.477459;-56
26.609608;24.505682;-56
26.605486;24.533903;-56
26.601364;24.562124;-56
26.597242;24.590345;-50
26.588997;24.64679;-50
26.588997;24.64679;-53
26.579365;24.980694;-50
