1561468385,40.848492,23.731878,36,'bips58','00:0C:42:61:BF:7A',-64,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468386,40.786045,23.626415,36,'bips58','00:0C:42:61:BF:7A',-64,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468387,40.723602,23.520952,36,'bips58','00:0C:42:61:BF:7A',-63,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468388,40.661156,23.415489,36,'bips58','00:0C:42:61:BF:7A',-63,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468389,40.598709,23.310028,36,'bips58','00:0C:42:61:BF:7A',-59,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468390,40.536266,23.204565,36,'bips58','00:0C:42:61:BF:7A',-59,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468391,40.47382,23.099102,36,'bips58','00:0C:42:61:BF:7A',-59,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468392,40.411377,22.993639,36,'bips58','00:0C:42:61:BF:7A',-61,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468393,40.34893,22.888176,36,'bips58','00:0C:42:61:BF:7A',-61,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468394,40.221264,22.743858,36,'bips58','00:0C:42:61:BF:7A',-61,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468395,40.093601,22.599541,36,'bips58','00:0C:42:61:BF:7A',-61,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468396,39.965935,22.455223,36,'bips58','00:0C:42:61:BF:7A',-62,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468397,39.838268,22.310907,36,'bips58','00:0C:42:61:BF:7A',-62,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468398,39.710606,22.16659,36,'bips58','00:0C:42:61:BF:7A',-67,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468399,39.582939,22.022272,36,'bips58','00:0C:42:61:BF:7A',-67,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468400,39.516331,21.958836,36,'bips58','00:0C:42:61:BF:7A',-67,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468401,39.449722,21.895399,36,'bips58','00:0C:42:61:BF:7A',-64,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468402,39.383114,21.831963,36,'bips58','00:0C:42:61:BF:7A',-66,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468403,39.316509,21.768528,36,'bips58','00:0C:42:61:BF:7A',-66,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468404,39.249901,21.705091,36,'bips58','00:0C:42:61:BF:7A',-65,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468405,39.183292,21.641655,36,'bips58','00:0C:42:61:BF:7A',-65,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468406,39.116684,21.578218,36,'bips58','00:0C:42:61:BF:7A',-65,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468407,39.038975,21.472755,36,'bips58','00:0C:42:61:BF:7A',-63,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468408,38.961266,21.367292,36,'bips58','00:0C:42:61:BF:7A',-62,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468409,38.883556,21.261831,36,'bips58','00:0C:42:61:BF:7A',-62,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468410,38.805843,21.156368,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468411,38.728134,21.050905,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468412,38.650425,20.945442,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468413,38.542187,20.820553,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468414,38.433949,20.695662,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468415,38.32571,20.57077,36,'bips58','00:0C:42:61:BF:7A',-69,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468416,38.217472,20.445881,36,'bips58','00:0C:42:61:BF:7A',-60,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468417,38.217472,20.445881,36,'bips58','00:0C:42:61:BF:7A',-60,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,*,1,0,0,0,0,0,0,0,0
1561468418,38.158794,20.368172,36,'bips58','00:0C:42:61:BF:7A',-71,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
1561468419,38.100117,20.290462,36,'bips58','00:0C:42:61:BF:7A',-71,0,-100,0,'802.11a','00:0C:42:61:BF:7A','0','-1','-1','-1','-1','-1','-1',0,0,-,1,0,0,0,0,0,0,0,0
